,ClusterCoefficient,Indegree,Outdegree,ClosenessCentrality,BetweennessCentrality,InOverOut,Activity
Firkos-frostmourne,0.0,0,1,0.0,0.0,0.0,1
Wreckalesce-ravencrest,0.0,0,1,0.0,0.0,0.0,1
Lesthanthree-illidan,0.0,3,0,0.1943510430417236,0.0,inf,3
Kanaloä-stormreaver,0.0,3,0,0.1630666483805028,0.0,inf,3
Hyzie-illidan,0.0,1,0,6.595435958316844e-05,0.0,inf,1
Roffleshocks-tichondrius,0.0,2,0,0.000148397309062129,0.0,inf,2
Ocihc-garona,0.0004373951676877377,11,47,0.21650182893530304,2.5064999054833513e-05,0.23404255319148937,58
Orchúnter-blackwing-lair,0.0,0,1,0.0,0.0,0.0,1
Doritocrunch-drakthul,0.00039160666554248984,257,103,0.26246471080363676,0.000700692906067063,2.495145631067961,360
Deathage-crushridge,0.0006038444287981492,3,8,0.22856844317581462,5.099968379091966e-06,0.375,11
Pixals-arthas,0.0,0,1,0.0,0.0,0.0,1
Izawizzard-sargeras,0.0,2,2,0.20213558417475322,5.43537718047779e-05,1.0,4
Carolinepls-tichondrius,0.0006300162528750329,8,17,0.23231466111915733,6.3290299502518274e-06,0.47058823529411764,25
Breicken-mugthol,0.0,1,0,6.595435958316844e-05,0.0,inf,1
Xintao-tichondrius,0.00033953121929270553,19,252,0.24911688207476762,0.0004550972920044942,0.07539682539682539,271
Twoshötz-bleeding-hollow,0.0,0,1,0.0,0.0,0.0,1
Yoteach-terenas,0.0006922304655942555,0,7,0.0,0.0,0.0,7
Trâpstar-darkspear,0.0,0,1,0.0,0.0,0.0,1
Maxpane-tichondrius,0.0,0,1,0.0,0.0,0.0,1
Neveahxx-wyrmrest-accord,0.0004972339226030577,0,12,0.0,0.0,0.0,12
Chilman-barthilas,0.0,0,1,0.0,0.0,0.0,1
Fallenone-kaelthas,0.0,0,2,0.0,0.0,0.0,2
Ninja-dethecus,0.0005532186201110573,0,12,0.0,0.0,0.0,12
Emberling-area-52,0.0007806202291789799,2,1,0.16758639356685218,0.0,2.0,3
Mortalityx-archimonde,0.0,0,1,0.0,0.0,0.0,1
Pearlharbor-terokkar,0.0,0,2,0.0,0.0,0.0,2
Saskia-2174,0.0,0,1,0.0,0.0,0.0,1
Sherlocck-illidan,0.0,0,3,0.0,0.0,0.0,3
Zenergy-black-dragonflight,0.0005605861765008759,0,13,0.0,0.0,0.0,13
Lemonardo-bleeding-hollow,0.00010326311441553082,1,8,0.21012490850658735,2.7012839595098887e-05,0.125,9
Dullmoments-antonidas,0.0007347078771647133,6,14,0.2229042717239542,6.233107710060213e-05,0.42857142857142855,20
Rinthar-illidan,0.0,1,0,0.17439490438025299,0.0,inf,1
Cyllinix-emerald-dream,0.0,1,0,0.15173706301511589,0.0,inf,1
Sako-hyjal,0.0,1,1,0.15172390876686892,5.276637395890028e-09,1.0,2
Deadshøt-malfurion,0.0,1,0,0.15173706301511589,0.0,inf,1
Salf-area-52,0.00044750097129004685,3,74,0.20469727887546482,0.00013288347743898953,0.04054054054054054,77
Vuitton-arthas,0.004134354101834315,0,2,0.0,0.0,0.0,2
Ayala-aggramar,0.0,1,0,0.18124290586240277,0.0,inf,1
Jacquio-alleria,0.0001484615075066442,17,0,0.23305451467240546,0.0,inf,17
Zâýne-malganis,0.0001893110305143356,0,10,0.0,0.0,0.0,10
Talibandzx-faerlina,0.0006869268385018523,12,2,0.25755648931587766,3.2481842397067564e-05,6.0,14
Bigthirsty-kelthuzad,0.0008831818742708994,0,12,0.0,0.0,0.0,12
Khymaira-shattered-hand,0.0,0,1,0.0,0.0,0.0,1
Drizlqt-emerald-dream-932788,0.0,0,1,0.0,0.0,0.0,1
Zjaxx-darkspear,0.0003789986568087402,0,340,0.0,0.0,0.0,340
Rdgdgr-arthas,0.0,0,2,0.0,0.0,0.0,2
Nephdk-malganis,0.000438494075491937,32,30,0.2565033803192553,8.768141632469208e-05,1.0666666666666667,62
Valhalna-caelestrasz,0.0006276082153179925,0,59,0.0,0.0,0.0,59
Xangø-tichondrius,0.0,0,1,0.0,0.0,0.0,1
Rodent-scilla,0.000564996537169011,304,63,0.2812219499404885,0.0005089835009342358,4.825396825396825,367
Scentrosi-kiljaeden,0.0,1,0,0.21705945546747626,0.0,inf,1
Chantê-moon-guard,0.0017641400878953368,1,1,0.2159344912534384,1.9409785589687107e-07,1.0,2
Mistee-rexxar,0.0006785710027528126,3,1,0.23215325112231283,5.28252614219652e-05,3.0,4
Puretalent-kurinnaxx,0.0,4,0,0.1963562397586175,0.0,inf,4
Funkypriest-perenolde,0.0,0,2,0.0,0.0,0.0,2
Ogrenics-tichondrius,0.0012350118826002445,6,10,0.22268476219265612,1.4318804246928473e-06,0.6,16
Porchia-kelthuzad,0.0,0,1,0.0,0.0,0.0,1
Sturnn-kiljaeden,0.0002065262288310616,0,3,0.0,0.0,0.0,3
Ironmourne-aegwynn,0.0,0,1,0.0,0.0,0.0,1
wolfram-2707,0.0,0,1,0.0,0.0,0.0,1
Josefine-stormscale,0.0,0,1,0.0,0.0,0.0,1
Claud-bigglesworth,0.0004667329718907216,0,3,0.0,0.0,0.0,3
Vaethos-malganis,0.0003180590482292343,1,3,0.17679788612571967,1.577151267360427e-07,0.3333333333333333,4
ßad-gurubashi,0.0,1,0,0.2058228961431705,0.0,inf,1
Vasius-silver-hand,0.0010594646509768883,2,0,0.22305859865512528,0.0,inf,2
Waifupilloww-kelthuzad,0.0,2,0,0.00013190871916633689,0.0,inf,2
Zoremn-bloodsail-buccaneers,0.00027523231538459787,0,5,0.0,0.0,0.0,5
Frèèzé-laughing-skull,0.0,1,0,0.15750986901778025,0.0,inf,1
Jet-grizzly-hills,0.00032552724555438524,0,11,0.0,0.0,0.0,11
Hyukin-earthfury,0.0006126520015366835,2,9,0.1793976151942276,1.435969311315218e-06,0.2222222222222222,11
Jaxongalaxy-llane,0.0,0,1,0.0,0.0,0.0,1
Kleitos-azuremyst,0.0,0,1,0.0,0.0,0.0,1
Nexague-blackrock,0.0,0,1,0.0,0.0,0.0,1
Adrelynn-bleeding-hollow,0.0007696870139550164,15,0,0.2511526223533084,0.0,inf,15
Potm-thrall,0.0010439673176988239,0,6,0.0,0.0,0.0,6
TwilightS-2527,0.0016907990431799475,0,16,0.0,0.0,0.0,16
PanDoom-2426,0.0,0,1,0.0,0.0,0.0,1
Reenzy-azralon,0.0,0,1,0.0,0.0,0.0,1
Brem-muradin,0.00023925046740054415,16,0,0.24442988520785197,0.0,inf,16
Drustzal-proudmoore,0.0,0,1,0.0,0.0,0.0,1
Jeishas-bleeding-hollow,0.0002861374046036333,29,0,0.26171757503823495,0.0,inf,29
Greentko-nerzhul,0.0,0,1,0.0,0.0,0.0,1
Vietra-moon-guard,0.0013958525724387385,0,13,0.0,0.0,0.0,13
Eliadri-moon-guard-939034,0.0,0,1,0.0,0.0,0.0,1
Markers-magtheridon,5.2041348611932e-05,6,1,0.20264953818395084,1.0647874539325738e-06,6.0,7
Steroider-thrall,0.002067821583362377,0,3,0.0,0.0,0.0,3
shuisi-2537,0.0,0,1,0.0,0.0,0.0,1
Sparko-area-52,0.00043842116518370594,4,3,0.22148262359670012,1.4591894695406227e-07,1.3333333333333333,7
Kánkles-kiljaeden,0.0,1,3,0.20286093092594365,4.9800095196962685e-08,0.3333333333333333,4
Kakky-fairbanks,0.0014334902483557964,2,12,0.2253320852137173,5.65133877112463e-05,0.16666666666666666,14
Rowtron-whisperwind,0.001964094068792971,5,1,0.22090899084747206,4.3590270955088254e-08,5.0,6
Câl-nazgrel,0.0007806202291789799,0,2,0.0,0.0,0.0,2
Einzelganger-moon-guard,0.00046673297189072163,3,0,0.19582248037301023,0.0,inf,3
Skelmir-rattlegore,0.0,0,1,0.0,0.0,0.0,1
Shiftyshades-ashkandi,0.0021823626972486453,0,2,0.0,0.0,0.0,2
Datdemhunter-aerie-peak,0.0,0,1,0.0,0.0,0.0,1
Kiwai-21287,0.0002065262288310616,0,4,0.0,0.0,0.0,4
Tendrindis-nordrassil,0.00018587360594795544,3,2,0.20811459571812702,2.784325880865099e-07,1.5,5
Asfasdfwq-illidan,0.0,0,2,0.0,0.0,0.0,2
Judgejudyx-heartseeker,0.0012647147946241795,18,0,0.2605667240780432,0.0,inf,18
Crypticfrost-darkspear,0.0009723115840130033,26,13,0.2707523777223382,3.3331164727709856e-05,2.0,39
Refléxez-sargeras,0.0005338570755934615,2,52,0.20585434828289043,7.139043731176527e-05,0.038461538461538464,54
Soapypilot-garona,0.0005998735172604734,0,37,0.0,0.0,0.0,37
Thegodofdmg-area-52,0.0007490776945970358,24,96,0.26900708629287695,0.00012906014556794587,0.25,120
Kailis-bloodsail-buccaneers,0.0011437716880719647,0,23,0.0,0.0,0.0,23
Varet-emerald-dream,0.0,0,1,0.0,0.0,0.0,1
Xvxclarky-area-52,0.0001780454052032687,9,1,0.23102856256278106,3.962376807639467e-05,9.0,10
Illixir-stormrage,0.0009100244238293359,0,35,0.0,0.0,0.0,35
spiritbone34-1387,0.0002800170286216149,0,7,0.0,0.0,0.0,7
Shadow-shadow-council,0.0002203396948479866,9,11,0.22150280516520868,0.00019183822363564944,0.8181818181818182,20
Chakrahflowx-tichondrius,0.0,1,0,0.1735360154666192,0.0,inf,1
Majindewbx-tichondrius,0.0,1,0,0.1735360154666192,0.0,inf,1
Shadefish-blackhand,0.0,0,1,0.0,0.0,0.0,1
Nemesis-22356,0.0,0,1,0.0,0.0,0.0,1
Iseededpeple-khadgar,0.0,0,4,0.0,0.0,0.0,4
Tart-ghostlands,0.0007806202291789799,0,3,0.0,0.0,0.0,3
Matmons-2420,0.0001322319145915032,0,13,0.0,0.0,0.0,13
Fingerela-firetree,0.0,0,1,0.0,0.0,0.0,1
Tristanlol-nerzhul,6.195786864931848e-05,4,1,0.22187287467523287,5.28252614219652e-05,4.0,5
Krallen-alexstrasza,0.0,0,2,0.0,0.0,0.0,2
Yakob-emerald-dream,0.0,1,0,0.17376614399556958,0.0,inf,1
Compensating-senjin,0.0001157244212795726,8,0,0.2264404739475797,0.0,inf,8
Zaxus-stormreaver,0.0005773440101404874,7,11,0.18628522982436405,5.888378441541304e-07,0.6363636363636364,18
Abalam-mankrik,0.0,0,1,0.0,0.0,0.0,1
Seven-grobbulus,0.0,0,1,0.0,0.0,0.0,1
Innkeeper-onyxia,0.0,0,1,0.0,0.0,0.0,1
Bucanèro-emerald-dream,0.000983519858716357,2,0,0.21357956346389084,0.0,inf,2
Raziti-frostmourne,0.0,1,0,0.00021585063136309672,0.0,inf,1
Shatoishi-barthilas,0.0004765919024127668,30,2,0.2699256070050337,5.62906412936427e-05,15.0,32
Escanor-ghostlands,0.0,1,0,0.18000802584058484,0.0,inf,1
Arasten-proudmoore-887874,0.0016379244326637326,0,10,0.0,0.0,0.0,10
Gnomeonomics-proudmoore,0.0005774810796459526,13,0,0.24689342073533402,0.0,inf,13
Kekpunch-emerald-dream,0.0,0,1,0.0,0.0,0.0,1
Shadowfauxx-sargeras,0.0,0,1,0.0,0.0,0.0,1
godai-2518,0.0,0,1,0.0,0.0,0.0,1
Deepcritz-illidan,0.0001251404635388521,0,6,0.0,0.0,0.0,6
Shadowdog-sargeras,0.0,1,0,6.595435958316844e-05,0.0,inf,1
Caecivenator-illidan,0.0,0,1,0.0,0.0,0.0,1
Pälädïn-dalaran,0.0,0,1,0.0,0.0,0.0,1
Indigotears-sargeras,0.00026038880305023776,26,3,0.25006506895232816,4.570137793490528e-05,8.666666666666666,29
Cleansing-moon-guard,0.0,0,1,0.0,0.0,0.0,1
Roissa-kiljaeden-936668,0.0,0,1,0.0,0.0,0.0,1
Chö-2570,0.0,0,1,0.0,0.0,0.0,1
Imahordey-aegwynn,0.0,0,1,0.0,0.0,0.0,1
Boxish-area-52,0.001414455423889536,4,6,0.2264340305794404,1.9584010748724224e-06,0.6666666666666666,10
Tatorgator-heartseeker-872253,0.0,0,1,0.0,0.0,0.0,1
Cornchipsoul-darkspear,0.001674207323545404,0,2,0.0,0.0,0.0,2
Bwrecker-nerzhul,0.0009945148513811361,12,5,0.2398798603957649,7.935526141214497e-06,2.4,17
Shamanboii-kiljaeden,0.00026020674305966,0,3,0.0,0.0,0.0,3
Retail-emerald-dream,0.001242972579074042,0,5,0.0,0.0,0.0,5
Diegoss-laughing-skull,0.00022044455566385326,0,6,0.0,0.0,0.0,6
Napálm-proudmoore,0.0,1,0,0.2058228961431705,0.0,inf,1
Blitzzer-aegwynn,0.00013446211975478428,22,0,0.2401188327317074,0.0,inf,22
Steroiderguy-thrall,0.0,0,1,0.0,0.0,0.0,1
Warcrimes-dalaran,0.00044705835200943247,24,9,0.2467963689723681,5.61316857723421e-05,2.6666666666666665,33
Karkovlol-area-52-935025,0.0,1,0,0.21595087806468016,0.0,inf,1
Warsinger-kalecgos,0.0,1,0,0.15531384698423417,0.0,inf,1
Shadrala-bloodsail-buccaneers,0.0,0,1,0.0,0.0,0.0,1
Krulos-zuljin,0.0,1,0,6.595435958316844e-05,0.0,inf,1
Zhula-silver-hand-901298,0.0006972377017588025,11,1,0.24149439055092217,1.4292116601470476e-06,11.0,12
Moonflower-proudmoore,0.0008482512403870014,0,3,0.0,0.0,0.0,3
alcideskoko-2211,0.0,0,1,0.0,0.0,0.0,1
Jakeggbroski-bleeding-hollow,0.0015743527729321508,1,2,0.15530066827142722,1.8821966272265088e-06,0.5,3
Malstygian-area-52,0.00029786236478880813,0,3,0.0,0.0,0.0,3
Funkywar-perenolde,0.0,0,1,0.0,0.0,0.0,1
Lizzie-21146,0.0,0,1,0.0,0.0,0.0,1
Kaisinel-barthilas,0.0,0,1,0.0,0.0,0.0,1
Borotae-thunderlord,0.0006166359415897273,3,3,0.21260588479594028,2.70450388973036e-07,1.0,6
Zaÿné-tichondrius-906110,0.0006010650054323205,24,36,0.2551906711057484,5.276049690915503e-05,0.6666666666666666,60
Kalna-hyjal,0.0,0,1,0.0,0.0,0.0,1
Shadowrdcuck-tichondrius,0.00011871264964304027,19,1,0.24100954619264667,1.5634490768149885e-07,19.0,20
Velialyn-tichondrius,0.0002187951099136647,16,1,0.23625458952650413,2.7545479894117525e-05,16.0,17
Morticiana-mankrik,0.0003670799794069628,0,7,0.0,0.0,0.0,7
Ðivinity-coilfang,0.0007806202291789799,1,1,6.595435958316844e-05,1.4500881556442724e-09,1.0,2
Tubbyflux-area-52,0.0011258491901066543,2,0,0.21708368139388842,0.0,inf,2
Plaguepaw-illidan,0.0015621947833512806,1,3,0.21376503487023393,1.7510051916335276e-06,0.3333333333333333,4
Abruof-aegwynn,0.0007232280227508849,0,25,0.0,0.0,0.0,25
Doedre-frostmourne,0.0003351234604152624,5,17,0.22395674830463483,2.2190639770330794e-05,0.29411764705882354,22
Fortyseven-tortheldrin,0.0,0,1,0.0,0.0,0.0,1
Atomix-medivh,0.0008705290283402376,1,8,0.196355616743585,5.285251783300168e-05,0.125,9
Tairygreene-incendius,0.0,0,1,0.0,0.0,0.0,1
Sitmideatcc-barthilas,0.0011674538048157162,1,8,0.21852102706120258,2.306847991776574e-06,0.125,9
Pmt-illidan,0.0010649647794468548,4,82,0.22268986215514683,1.930363785220789e-05,0.04878048780487805,86
Lezaa-sargeras,0.0008476230341910915,13,5,0.24058615749065543,1.7364321121719363e-05,2.6,18
Gaydad-dunemaul,0.0,0,1,0.0,0.0,0.0,1
Wizzops-darkspear,0.0004251673769306571,0,5,0.0,0.0,0.0,5
Vexx-emerald-dream,0.0007940735626855883,6,0,0.2292149486840013,0.0,inf,6
Mùgen-tichondrius,0.0,0,3,0.0,0.0,0.0,3
Pocketninja-borean-tundra,0.0,0,1,0.0,0.0,0.0,1
Talrodar-lightbringer,0.00015801582827961453,25,7,0.23794274173846394,5.581325809569067e-06,3.5714285714285716,32
Yanoclu-stormrage,0.0,2,1,3.297717979158422e-05,0.0,2.0,3
Azurafurwalk-aegwynn,0.0,1,0,0.000150752821904385,0.0,inf,1
Jimmylawl-stormrage,0.0,2,0,0.21103512884935458,0.0,inf,2
Celtherae-wyrmrest-accord,0.0,0,1,0.0,0.0,0.0,1
Stabbgodx-dalaran,0.0,2,0,0.21501982893198626,0.0,inf,2
Kinelory-bleeding-hollow,0.001325415636997313,1,7,0.18154123599526392,1.634613154220648e-07,0.14285714285714285,8
Boghy-2190,0.00047282703120748955,0,3,0.0,0.0,0.0,3
Thordran-azgalor,0.0008074425120078486,3,3,0.22649204866279216,9.340947358047115e-07,1.0,6
Lvladen-tichondrius,0.0007353949856721129,0,23,0.0,0.0,0.0,23
Zugzuglol-area-52,5.957247295776162e-05,6,0,0.22464106968511982,0.0,inf,6
Thavron-argent-dawn,0.00016045019168173556,0,6,0.0,0.0,0.0,6
Medieval-agamaggan,0.00014807219544945682,12,0,0.23750239597997896,0.0,inf,12
Desombras-stormrage,0.0,0,2,0.0,0.0,0.0,2
Crazypupil-bleeding-hollow,0.0,0,1,0.0,0.0,0.0,1
Icaros-azuremyst,0.0,0,1,0.0,0.0,0.0,1
Valaruku-stormrage-220950,0.0012236322872861219,0,22,0.0,0.0,0.0,22
Enimal-sargeras,0.00037855933626432535,0,78,0.0,0.0,0.0,78
Izzamage-proudmoore,0.0,1,0,6.595435958316844e-05,0.0,inf,1
Throgar-aegwynn,0.0009079084656463719,1,5,6.595435958316844e-05,4.975533263232977e-07,0.2,6
Dangereux-tichondrius,0.0005619836400565273,0,4,0.0,0.0,0.0,4
Bfa-icecrown,0.001336783462755361,9,2,0.2510853210024875,3.8778520575729405e-06,4.5,11
Furburgrr-kelthuzad-926329,0.0008042531474018245,1,12,0.18984224879717157,1.5705474616612612e-05,0.08333333333333333,13
Lukeswarrior-bleeding-hollow,0.0006195786864931849,2,0,0.21056905581389643,0.0,inf,2
Twochi-zuljin,0.0,0,1,0.0,0.0,0.0,1
Doubleturbo-tichondrius,0.0006195786864931849,0,2,0.0,0.0,0.0,2
Mojo-scilla,0.0006195786864931849,2,0,0.21551538709728105,0.0,inf,2
Vexst-mugthol,0.00027648750445573826,333,47,0.2803139454895736,0.000940501245371759,7.085106382978723,380
Oddsbtw-kelthuzad,0.0012788817014778636,0,3,0.0,0.0,0.0,3
Bowsette-alexstrasza,0.0,0,1,0.0,0.0,0.0,1
Obscene-kelthuzad,0.0005166581910481764,142,19,0.2822013623503114,8.147250490163932e-05,7.473684210526316,161
Obamacairne-bonechewer,0.0007163265765150826,1,29,0.18761514540958052,6.23112095367228e-07,0.034482758620689655,30
Zanduncy-aggramar,0.0014932727782993995,0,2,0.0,0.0,0.0,2
Débbÿ-tichondrius,0.00038292489858252846,22,243,0.25336868804602575,0.0005231308100094387,0.09053497942386832,265
Lícks-vashj,0.00023552955886833057,7,0,0.21812564411270174,0.0,inf,7
Vêngyr-barthilas,0.00025956798670470936,12,8,0.21316986322493817,4.849625938851209e-05,1.5,20
Fallonfox-barthilas,0.0005246420120249267,0,13,0.0,0.0,0.0,13
Onefriskyboi-kelthuzad,0.0,0,2,0.0,0.0,0.0,2
Dawgzy-emerald-dream,0.00024229190654034597,4,6,0.2172273388396928,2.95579509984687e-07,0.6666666666666666,10
Erilea-gorefiend,0.0003601544513123845,8,8,0.22160881876933997,3.814232505067437e-05,1.0,16
Lakunaa-gorefiend,0.0,0,1,0.0,0.0,0.0,1
Baal-gorefiend,0.0002065262288310616,2,2,0.21280596474530178,1.3423092547131867e-07,1.0,4
Drogamuffin-tol-barad,0.00021175823699585915,0,19,0.0,0.0,0.0,19
Vontaire-wyrmrest-accord,0.0,0,1,0.0,0.0,0.0,1
Llamabacon-uldaman,0.0004832214573774497,0,83,0.0,0.0,0.0,83
Joocy-nagrand,0.00032799751606272615,0,19,0.0,0.0,0.0,19
Trixxi-gilneas,0.0,0,1,0.0,0.0,0.0,1
Vybajis-2325,8.261049153242465e-05,0,6,0.0,0.0,0.0,6
Vapian-frostmourne,0.0,0,1,0.0,0.0,0.0,1
Bubu-the-forgotten-coast,0.0011102900067581863,0,22,0.0,0.0,0.0,22
Yothiel-thrall,0.002069938691862016,0,3,0.0,0.0,0.0,3
Konix-uldum,0.0007568626744257436,0,29,0.0,0.0,0.0,29
Mctacosjr-skywall,0.0005731894201864501,3,44,0.21746539353526556,7.117484903862313e-05,0.06818181818181818,47
Wetro-uldum,0.0009086285457747368,0,26,0.0,0.0,0.0,26
Åbcde-skywall,0.0008544608456214437,0,27,0.0,0.0,0.0,27
Jamili-aegwynn,0.0009206452452974284,0,27,0.0,0.0,0.0,27
Ænvy-kelthuzad,0.0004327537468408136,3,64,0.23149608697336688,9.451890457241886e-05,0.046875,67
Fæze-skywall,0.0009657420817432234,0,14,0.0,0.0,0.0,14
Bø-skywall,0.0009086285457747368,0,26,0.0,0.0,0.0,26
Doublejump-uldum,0.0009086285457747368,0,26,0.0,0.0,0.0,26
Kungfupånda-skywall,0.0009086285457747368,0,26,0.0,0.0,0.0,26
Fæze-sargeras,0.0009086285457747368,0,26,0.0,0.0,0.0,26
Ænvy-skywall,0.0007429906762876701,0,36,0.0,0.0,0.0,36
Jæker-skywall,0.0009086285457747368,0,26,0.0,0.0,0.0,26
Jeffær-skywall,0.0009086285457747368,0,26,0.0,0.0,0.0,26
Kneeståbber-skywall,0.0009086285457747368,0,26,0.0,0.0,0.0,26
Thðr-skywall,0.0008544608456214437,0,27,0.0,0.0,0.0,27
Boudro-uldum,0.0008544608456214437,0,27,0.0,0.0,0.0,27
Grapesoda-uldum,0.0005549947750045931,27,29,0.24442648855338803,3.791955325571496e-05,0.9310344827586207,56
Retrôjr-uldum,0.0009086285457747368,0,26,0.0,0.0,0.0,26
Trümp-uldum,0.0009086285457747368,0,26,0.0,0.0,0.0,26
Barbdruid-bleeding-hollow,0.0006033514580565699,8,15,0.23981478175756746,5.414996856188914e-06,0.5333333333333333,23
Kenio-1199,0.0,0,1,0.0,0.0,0.0,1
Kasakaya-tichondrius,0.00042374322773765363,0,8,0.0,0.0,0.0,8
Takenxo-frostmourne,0.0004130524576621232,0,3,0.0,0.0,0.0,3
Xuenning-bloodhoof,0.0,0,2,0.0,0.0,0.0,2
anon13562131,0.0004410690547707983,153,20,0.2836750631952134,0.00019516666212188277,7.65,173
Shortnoodle-stormrage,0.0004824077750791849,52,40,0.2650691094278639,5.529313750831214e-05,1.3,92
Kbizzle-greymane,0.000824551290846785,1,12,0.21529382121030755,9.926352466332777e-06,0.08333333333333333,13
Ýams-moon-guard,0.0016817953014838336,0,2,0.0,0.0,0.0,2
Liftalot-greymane,0.0001032631144155308,3,1,0.16715712809252758,1.1817618017918773e-09,3.0,4
Mensi-tichondrius,0.00043233569945470536,71,69,0.27560245291069785,0.00035563010165804766,1.0289855072463767,140
Roy-amanthul,0.0,0,1,0.0,0.0,0.0,1
Oddsacbutok-tichondrius,0.000705569554701526,20,318,0.24248204840753942,0.000131562926524125,0.06289308176100629,338
Cutiepie-21241,0.00029429494880726513,0,25,0.0,0.0,0.0,25
Panikâ-thrall,0.00031107439482866255,27,15,0.2556133054979582,0.00013190757466125677,1.8,42
Grimboslice-area-52,0.0,0,2,0.0,0.0,0.0,2
Yîkes-malganis,0.0,0,2,0.0,0.0,0.0,2
Bromblebar-the-venture-co,0.0006195786864931849,1,1,0.21294111515104852,9.395906562751685e-09,1.0,2
Spex-illidan,0.0007870805246083745,1,43,0.19945293719395152,6.00462446069937e-06,0.023255813953488372,44
Rageforce-frostmourne,0.0002775878257544825,21,13,0.2578365014091623,4.0803663911422355e-05,1.6153846153846154,34
Glorels-whisperwind,0.0,0,1,0.0,0.0,0.0,1
Guildmuse-kiljaeden,0.00033596136566760445,9,3,0.2368242520615308,1.4536748444658941e-06,3.0,12
Discojohnny-1265,0.0,0,1,0.0,0.0,0.0,1
Sakedrop-illidan,0.0003554574112254656,1,3,6.595435958316844e-05,3.30731751589092e-08,0.3333333333333333,4
Dougyfreshx-illidan,0.0004567050201861343,3,55,0.17874136288864578,1.7690377216821867e-05,0.05454545454545454,58
Heha-magtheridon,0.0004824893222691384,0,122,0.0,0.0,0.0,122
Slicedßread-arthas,0.0,0,1,0.0,0.0,0.0,1
Cherrybuster-stormreaver,0.0,0,1,0.0,0.0,0.0,1
Orphani-uldum,0.0,0,1,0.0,0.0,0.0,1
Orodruin-21970,0.0,0,1,0.0,0.0,0.0,1
Mekkatwerke-tichondrius,0.0,0,1,0.0,0.0,0.0,1
Spacewaifu-trollbane,0.0007684665764209917,22,197,0.25824051579269464,0.0002083952444174513,0.1116751269035533,219
Crimsonbelle-drenden,0.0,0,2,0.0,0.0,0.0,2
Guidofundido-kelthuzad,0.0,0,1,0.0,0.0,0.0,1
Fox-28435,0.0,0,1,0.0,0.0,0.0,1
Flynt-borean-tundra,0.0,0,2,0.0,0.0,0.0,2
Yngrid-kelthuzad,0.0005722237764448622,14,37,0.24103941847155008,3.4228916204699034e-05,0.3783783783783784,51
VII090-2515,0.0,0,1,0.0,0.0,0.0,1
Merkinjerk-frostwolf,0.001043114777875651,0,6,0.0,0.0,0.0,6
Jôtaro-moon-guard,0.0,0,1,0.0,0.0,0.0,1
Pertispilot-sargeras,0.0008093961721864141,15,2,0.23997458331010957,2.373526423591454e-05,7.5,17
Nasamila-gilneas,0.0006195786864931849,0,2,0.0,0.0,0.0,2
Smorcdk-chogall,0.0,0,1,0.0,0.0,0.0,1
Kyõfu-tichondrius,0.0005221899839606474,0,117,0.0,0.0,0.0,117
Disarrây-thrall,0.0010142303635625443,43,23,0.25874903912137975,3.65080013496344e-05,1.8695652173913044,66
Vallnock-moon-guard,0.0005550276752263857,8,1,0.2390777246967699,5.082237994387379e-08,8.0,9
Boneface-thrall,0.0,0,1,0.0,0.0,0.0,1
Nahkona-emerald-dream,0.000528627130266232,9,38,0.23243127936946817,2.077763413271209e-05,0.23684210526315788,47
Ennui-twisting-nether,0.0,0,1,0.0,0.0,0.0,1
Maladarious-emerald-dream,0.0,0,1,0.0,0.0,0.0,1
Shindei-barthilas,0.0,0,1,0.0,0.0,0.0,1
Bustacap-tichondrius,0.0006896002842871365,28,41,0.2708655117594944,0.00010645936146577987,0.6829268292682927,69
Finalreqy-stormrage,0.0010156663675137288,21,52,0.24336203581885446,8.817674228877007e-05,0.40384615384615385,73
Outrage-black-dragonflight,0.0008800415512476535,1,26,0.21261053354489726,3.1448054273132877e-06,0.038461538461538464,27
Duidel-bleeding-hollow,0.0006758681501515699,39,69,0.2766610749770196,0.00015573624838157484,0.5652173913043478,108
Wölfe-khadgar,0.0,0,1,0.0,0.0,0.0,1
Saydér-tichondrius,0.0,0,1,0.0,0.0,0.0,1
Daathingen-khadgar,0.0,0,2,0.0,0.0,0.0,2
Ungolianth-1721,0.0,0,1,0.0,0.0,0.0,1
spartex-21854,0.0,0,1,0.0,0.0,0.0,1
Cavarin-emerald-dream,0.0006674852489146903,0,16,0.0,0.0,0.0,16
Silhouetta-proudmoore,0.0,0,1,0.0,0.0,0.0,1
Baghtru-bleeding-hollow,0.0,0,1,0.0,0.0,0.0,1
MoeJoe-2880,0.0,0,1,0.0,0.0,0.0,1
Daniel-22635,0.0,0,2,0.0,0.0,0.0,2
Grised-frostmourne,0.0,0,2,0.0,0.0,0.0,2
Aestanthiria-gilneas,0.0006206022734486988,0,6,0.0,0.0,0.0,6
KatiePrice-2160,0.0,0,1,0.0,0.0,0.0,1
Aitri-gilneas,0.00046673297189072163,0,3,0.0,0.0,0.0,3
Galember-frostmourne,0.00029420963759770275,29,28,0.2409856537000255,0.00010681652264044301,1.0357142857142858,57
Mootank-azshara,0.0016131084691081588,0,12,0.0,0.0,0.0,12
Insectswarm-area-52,0.00024457342515402385,1,6,0.20367679390746396,5.555731366982151e-08,0.16666666666666666,7
КрэйзиКот-217632,0.0,0,1,0.0,0.0,0.0,1
